gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,mag_x,mag_y,mag_z
-0.926,-0.2278,-0.5838,7.6303,1.3575,6.4691,-1.0,1.0,1.0
-1.6467,-0.4863,0.3616,7.6471,-0.1077,5.0996,-1.0,1.0,1.0
-2.2255,-0.4319,1.0253,9.268,-1.3479,5.7269,-1.0,1.0,1.0
-1.4544,0.5454,1.0669,9.4355,-1.5945,4.8171,-1.0,1.0,1.0
-1.1706,1.3286,0.113,7.8147,-0.7087,6.5386,-1.0,1.0,1.0
-1.0467,2.3241,0.3235,8.2791,-1.561,5.4803,-1.0,1.0,1.0
-0.6728,2.2543,0.2825,7.3191,-2.3631,7.9655,-1.0,1.0,1.0
0.3003,1.7973,0.0418,5.1475,-2.4541,10.5058,-1.0,1.0,1.0
-0.5873,1.5599,0.4546,3.4572,-3.6464,8.1116,-1.0,1.0,1.0
-0.3605,1.2838,0.558,2.2745,-3.0287,8.2624,-1.0,1.0,1.0
-0.3325,0.9697,0.0989,3.4357,-4.5514,8.4348,-1.0,1.0,1.0
-0.5825,0.8655,-0.688,0.1772,-3.62,8.4635,1.0,1.0,1.0
0.2361,1.5767,-0.0496,-1.5155,-4.9057,7.5657,1.0,1.0,1.0
2.0885,1.7091,-1.2481,-3.146,-2.4756,9.3039,1.0,1.0,1.0
0.1268,0.1727,-0.818,-3.8259,-1.5179,7.0126,1.0,1.0,1.0
0.9334,0.7821,-0.3408,-4.7812,-0.2083,9.0644,1.0,-1.0,1.0
1.2383,0.9862,-0.5244,-5.3367,0.656,7.9392,1.0,-1.0,1.0
-0.2633,-0.6507,-0.1665,-4.6663,0.8092,9.3637,1.0,-1.0,1.0
-1.1418,-0.6358,0.1311,-5.1595,1.0008,8.8083,1.0,-1.0,1.0
-0.1998,-0.7933,-0.3608,-4.4173,-0.182,9.177,1.0,-1.0,1.0
-0.4064,-0.4914,-0.3874,-3.7541,0.8475,10.1059,1.0,-1.0,1.0
0.3275,0.2196,-0.0592,-2.32,-0.0575,10.9391,1.0,-1.0,1.0
0.5143,0.1649,-0.0695,-2.6528,0.3807,9.4403,1.0,-1.0,1.0
-0.3104,-0.5321,0.1657,-3.4692,0.2729,10.8194,1.0,-1.0,1.0
-0.2942,-0.6395,-0.1737,-2.5091,-0.8236,7.7764,1.0,-1.0,1.0
-0.3254,-0.0077,0.0285,-1.391,-1.1779,11.291,1.0,1.0,1.0
0.3376,0.2691,0.0821,-1.7286,-0.5626,9.4355,1.0,1.0,1.0
